pFinf,pFnoninf,pO,subj,block,prob
-0.7731898882334817,-0.441832752279039,-2.197224577336219,8397.0,-1.0,0.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,8397.0,-1.0,0.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,8397.0,-1.0,1.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,8397.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,8397.0,-1.0,0.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,8397.0,-1.0,1.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,8397.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,8397.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,8397.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,8397.0,-1.0,0.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,8397.0,-1.0,0.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,8397.0,-1.0,0.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,8397.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,8397.0,-1.0,0.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,8397.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,8397.0,-1.0,0.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,8397.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,8397.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,8397.0,-1.0,1.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,8397.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,8397.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,8397.0,-1.0,0.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,8397.0,-1.0,0.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,8397.0,-1.0,1.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,8397.0,-1.0,1.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,8397.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,8397.0,-1.0,1.0
-0.36772478012531723,0.3677247801253172,0.0,8397.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,8397.0,-1.0,0.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,8397.0,-1.0,1.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,8345.0,-1.0,0.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,8345.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,8345.0,-1.0,0.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,8345.0,-1.0,1.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,8345.0,-1.0,0.0
0.7731898882334817,-0.441832752279039,0.0,8345.0,-1.0,0.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,8345.0,-1.0,1.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,8345.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,8345.0,-1.0,0.0
0.3677247801253172,-0.36772478012531723,0.0,8345.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,8345.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,8345.0,-1.0,1.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,8345.0,-1.0,0.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,8345.0,-1.0,0.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,8345.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,8345.0,-1.0,0.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,8345.0,-1.0,0.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,8345.0,-1.0,1.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,8345.0,-1.0,1.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,8345.0,-1.0,0.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,8345.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,8345.0,-1.0,1.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,8345.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,8345.0,-1.0,1.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,8345.0,-1.0,0.0
-0.441832752279039,0.7731898882334817,0.0,8345.0,-1.0,0.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,8345.0,-1.0,1.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,8345.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,8345.0,-1.0,0.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,8345.0,-1.0,0.0
-0.441832752279039,0.44183275227903895,0.0,8345.0,-1.0,0.0
0.8472978603872034,-0.8472978603872034,0.0,8345.0,-1.0,1.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,8345.0,-1.0,0.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,8345.0,-1.0,1.0
-0.7731898882334817,0.44183275227903895,0.0,8345.0,-1.0,0.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,8345.0,-1.0,0.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,8345.0,-1.0,0.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,8345.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,8345.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,8345.0,-1.0,1.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,8345.0,-1.0,1.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,8345.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,8345.0,-1.0,1.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,8345.0,-1.0,1.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,8345.0,-1.0,1.0
-0.36772478012531723,0.3677247801253172,0.0,8345.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,8345.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,8345.0,-1.0,0.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,8345.0,-1.0,1.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,8345.0,-1.0,1.0
0.44183275227903895,-0.7731898882334817,0.0,8345.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,8345.0,-1.0,1.0
0.7731898882334817,-0.7731898882334817,0.0,8345.0,-1.0,1.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,8345.0,-1.0,1.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,8345.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,8345.0,-1.0,1.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,8345.0,-1.0,0.0
0.44183275227903895,-0.441832752279039,0.0,8345.0,-1.0,1.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,8345.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,8345.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,8345.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,8345.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,8345.0,-1.0,0.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,8345.0,-1.0,0.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,979.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,979.0,-1.0,0.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,979.0,-1.0,0.0
-0.7731898882334817,0.44183275227903895,0.0,979.0,-1.0,1.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,979.0,-1.0,0.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,979.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,979.0,-1.0,0.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,979.0,-1.0,0.0
0.7731898882334817,-0.441832752279039,0.0,979.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,979.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,979.0,-1.0,1.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,979.0,-1.0,1.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,979.0,-1.0,0.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,979.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,979.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,979.0,-1.0,0.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,979.0,-1.0,0.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,979.0,-1.0,0.0
-0.7731898882334817,0.7731898882334817,0.0,979.0,-1.0,1.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,979.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,979.0,-1.0,0.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,979.0,-1.0,1.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,979.0,-1.0,0.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,979.0,-1.0,1.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,979.0,-1.0,0.0
-0.441832752279039,0.7731898882334817,0.0,979.0,-1.0,1.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,979.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,979.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,979.0,-1.0,1.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,979.0,-1.0,1.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,979.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,979.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,979.0,-1.0,1.0
0.44183275227903895,-0.7731898882334817,0.0,979.0,-1.0,1.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,979.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,979.0,-1.0,0.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,979.0,-1.0,1.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,979.0,-1.0,1.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,979.0,-1.0,1.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,979.0,-1.0,1.0
0.3677247801253172,-0.36772478012531723,0.0,979.0,-1.0,0.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,979.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,979.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,979.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,979.0,-1.0,1.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,979.0,-1.0,0.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,979.0,-1.0,1.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,979.0,-1.0,0.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,979.0,-1.0,0.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,979.0,-1.0,1.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,979.0,-1.0,1.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,979.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,979.0,-1.0,0.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,979.0,-1.0,1.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,979.0,-1.0,0.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,979.0,-1.0,1.0
0.44183275227903895,-0.441832752279039,0.0,979.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,979.0,-1.0,0.0
-0.441832752279039,0.44183275227903895,0.0,979.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,979.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,979.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,979.0,-1.0,1.0
0.7731898882334817,-0.7731898882334817,0.0,979.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,979.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,953.0,-1.0,1.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,953.0,-1.0,0.0
-0.441832752279039,0.44183275227903895,0.0,953.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,953.0,-1.0,1.0
0.7731898882334817,-0.441832752279039,0.0,953.0,-1.0,0.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,953.0,-1.0,0.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,953.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,953.0,-1.0,0.0
0.44183275227903895,-0.7731898882334817,0.0,953.0,-1.0,1.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,953.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,953.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,953.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,953.0,-1.0,1.0
0.44183275227903895,-0.441832752279039,0.0,953.0,-1.0,0.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,953.0,-1.0,1.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,953.0,-1.0,0.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,953.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,953.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,953.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,953.0,-1.0,1.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,953.0,-1.0,0.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,953.0,-1.0,0.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,953.0,-1.0,1.0
0.3677247801253172,-0.36772478012531723,0.0,953.0,-1.0,0.0
0.8472978603872034,-0.8472978603872034,0.0,953.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,953.0,-1.0,0.0
0.7731898882334817,-0.7731898882334817,0.0,953.0,-1.0,0.0
-0.441832752279039,0.7731898882334817,0.0,953.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,953.0,-1.0,1.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,953.0,-1.0,1.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,953.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,953.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,953.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,953.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,953.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,953.0,-1.0,1.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,953.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,953.0,-1.0,1.0
-0.7731898882334817,0.44183275227903895,0.0,953.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,953.0,-1.0,1.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,953.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,953.0,-1.0,1.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,953.0,-1.0,1.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,953.0,-1.0,0.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,953.0,-1.0,1.0
-0.36772478012531723,0.3677247801253172,0.0,953.0,-1.0,1.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,953.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,953.0,-1.0,0.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,953.0,-1.0,0.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,953.0,-1.0,1.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,953.0,-1.0,1.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,953.0,-1.0,1.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,953.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,953.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,953.0,-1.0,0.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,953.0,-1.0,1.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,953.0,-1.0,1.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,953.0,-1.0,1.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,953.0,-1.0,0.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,953.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,953.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,953.0,-1.0,1.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,953.0,-1.0,0.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,953.0,-1.0,0.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,3132.0,-1.0,0.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,3132.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,3132.0,-1.0,0.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,3132.0,-1.0,1.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,3132.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,3132.0,-1.0,1.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,3132.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,3132.0,-1.0,1.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,3132.0,-1.0,1.0
0.7731898882334817,-0.7731898882334817,0.0,3132.0,-1.0,0.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,3132.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,3132.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,3132.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,3132.0,-1.0,1.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,3132.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,3132.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,3132.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,3132.0,-1.0,0.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,3132.0,-1.0,1.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,3132.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,3132.0,-1.0,0.0
-0.441832752279039,0.7731898882334817,0.0,3132.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,3132.0,-1.0,1.0
